family,protocol,model,seed,test_cases,MAE,MAE_percentage_points
smoldering,loco_smoldering,gnn,43,97,0.012100574533863158,1.2100574533863158
smoldering,loco_smoldering,gnn,44,97,0.010291771246449253,1.0291771246449253
smoldering,loco_smoldering,gnn,45,97,0.013449980919679791,1.3449980919679791
smoldering,loco_smoldering,gnn,46,97,0.010287221690499098,1.0287221690499098
smoldering,loco_smoldering,gnn_zero_edge_features,42,97,0.012007154301451044,1.2007154301451044
smoldering,loco_smoldering,gnn_zero_edge_features,43,97,0.013731900141088823,1.3731900141088822
smoldering,loco_smoldering,gnn_zero_edge_features,44,97,0.013703645353525128,1.370364535352513
smoldering,loco_smoldering,gnn_zero_edge_features,45,97,0.011396877846646055,1.1396877846646054
smoldering,loco_smoldering,gnn_zero_edge_features,46,97,0.010903586754227469,1.0903586754227468
smoldering,loco_smoldering,gnn_mean,42,97,0.01444884379691357,1.4448843796913569
smoldering,loco_smoldering,gnn_mean,43,97,0.013617855150272048,1.361785515027205
smoldering,loco_smoldering,gnn_mean,44,97,0.009757690923689777,0.9757690923689777
smoldering,loco_smoldering,gnn_mean,45,97,0.011357011818414317,1.1357011818414318
smoldering,loco_smoldering,gnn_mean,46,97,0.013246866976547898,1.3246866976547897
