example,sample_id,time_s,reference,prescribed_temperature_C,capacity_matched_deepsets_seed42,gnn_seed42,capacity_matched_deepsets_min,gnn_min,capacity_matched_deepsets_max,gnn_max
2,b005_0622,2460.0,0.5227821469306946,310.6428527832031,0.5058810114860535,0.5214484930038452,0.4881500005722046,0.5038368701934814,0.6311997771263123,0.606947124004364
2,b005_0622,2520.0,0.5227821469306946,288.28570556640625,0.4959467053413391,0.5187804698944092,0.4868590235710144,0.5022729635238647,0.638586163520813,0.6136722564697266
2,b005_0622,2580.0,0.5227821469306946,265.9285583496094,0.48708975315093994,0.5160045027732849,0.48042914271354675,0.5004337430000305,0.6431713700294495,0.6176422238349915
2,b005_0622,2640.0,0.5227821469306946,243.5714111328125,0.47945132851600647,0.5127948522567749,0.47245508432388306,0.4982302486896515,0.6504573822021484,0.6186016798019409
2,b005_0622,2700.0,0.5227821469306946,221.21426391601562,0.4730077087879181,0.5096315741539001,0.46852466464042664,0.49568140506744385,0.6637823581695557,0.6178702116012573
2,b005_0622,2760.0,0.5227821469306946,198.85711669921875,0.4676320254802704,0.5077511668205261,0.46603667736053467,0.4920659363269806,0.7156714797019958,0.6146852970123291
2,b005_0622,2820.0,0.5227821469306946,176.5,0.4628068208694458,0.5060741901397705,0.4628068208694458,0.4869931936264038,0.7854066491127014,0.6245327591896057
2,b005_0622,2880.0,0.5227821469306946,154.14285278320312,0.45861467719078064,0.5042722821235657,0.45861467719078064,0.4804232120513916,0.8772068619728088,0.6468079686164856
2,b005_0622,2940.0,0.5227821469306946,131.78570556640625,0.45579835772514343,0.5007652640342712,0.45579835772514343,0.46743619441986084,0.9492389559745789,0.6845678091049194
2,b005_0622,3000.0,0.5227821469306946,109.4285888671875,0.4535173177719116,0.5020490288734436,0.4535173177719116,0.4527474641799927,0.9806523323059082,0.7817972898483276
2,b005_0622,3060.0,0.5227821469306946,87.0714111328125,0.4516771733760834,0.5186591744422913,0.4516771733760834,0.4398829936981201,0.9913877844810486,0.8402360081672668
2,b005_0622,3120.0,0.5227821469306946,64.71429443359375,0.45026499032974243,0.5304582118988037,0.45026499032974243,0.42796820402145386,0.9940000772476196,0.8789638876914978
2,b005_0622,3180.0,0.5227821469306946,42.35711669921875,0.4493078291416168,0.5652487874031067,0.4493078291416168,0.4187171459197998,0.9944714307785034,0.8936655521392822
2,b005_0622,3240.0,0.5227821469306946,20.0,0.44843950867652893,0.6243346929550171,0.44843950867652893,0.409268856048584,0.9945468902587891,0.8998660445213318
2,b005_0622,3300.0,0.5227821469306946,20.0,0.45040425658226013,0.6892094612121582,0.45040425658226013,0.41042155027389526,0.9946333169937134,0.9034414887428284
2,b005_0622,3360.0,0.5227821469306946,20.0,0.45281001925468445,0.7292242646217346,0.45281001925468445,0.41151806712150574,0.9946181178092957,0.9009824395179749
2,b005_0622,3420.0,0.5227821469306946,20.0,0.4557267427444458,0.7547944188117981,0.4557267427444458,0.41590213775634766,0.9945789575576782,0.8952817320823669
2,b005_0622,3480.0,0.5227821469306946,20.0,0.4593522548675537,0.7724680304527283,0.44650882482528687,0.42162537574768066,0.9945297837257385,0.8893723487854004
2,b005_0622,3540.0,0.5227821469306946,20.0,0.4672340452671051,0.7869707942008972,0.4283539652824402,0.42933180928230286,0.9944802522659302,0.8822049498558044
2,b005_0622,3600.0,0.5227821469306946,20.0,0.47784754633903503,0.8006832599639893,0.4203219413757324,0.4418015480041504,0.9944382905960083,0.8738952875137329
3,b005_0621,0.0,1.0,20.0,0.997610330581665,0.9977869987487793,0.9973970651626587,0.9970013499259949,0.9980992674827576,0.9983534812927246
3,b005_0621,60.0,1.0,56.29411697387695,0.9976159334182739,0.9978524446487427,0.9974531531333923,0.9973652958869934,0.9981452226638794,0.9984598159790039
3,b005_0621,120.0,1.0,92.5882339477539,0.9976045489311218,0.9978629946708679,0.9974457025527954,0.9974108338356018,0.9981583952903748,0.9985180497169495
3,b005_0621,180.0,1.0,128.88235473632812,0.9976052045822144,0.9978561997413635,0.9974387884140015,0.9973903298377991,0.9981566071510315,0.9985479712486267
3,b005_0621,240.0,1.0,165.1764678955078,0.9975984692573547,0.9978356957435608,0.9974300265312195,0.9973511695861816,0.9981365203857422,0.9985178112983704
3,b005_0621,300.0,1.0,201.4705810546875,0.9975601434707642,0.9977793097496033,0.997398853302002,0.9972829818725586,0.998068630695343,0.9984021782875061
3,b005_0621,360.0,1.0,237.76470947265625,0.9974557757377625,0.9976059198379517,0.9969087243080139,0.9971486926078796,0.9978756904602051,0.9981203675270081
3,b005_0621,420.0,0.9935752749443054,274.058837890625,0.9970809817314148,0.9971116781234741,0.9957190155982971,0.9968068599700928,0.9973489046096802,0.9977093935012817
3,b005_0621,480.0,0.9871506094932556,310.3529357910156,0.995740532875061,0.9955539107322693,0.9925345182418823,0.9953331351280212,0.995740532875061,0.9964368343353271
3,b005_0621,540.0,0.940369725227356,346.6470642089844,0.9892886877059937,0.9878860712051392,0.9825777411460876,0.9878860712051392,0.9897348880767822,0.9916765689849854
3,b005_0621,600.0,0.8935888409614563,382.941162109375,0.9469520449638367,0.9355807900428772,0.9346360564231873,0.9355807900428772,0.9554193615913391,0.9580804109573364
3,b005_0621,660.0,0.8294357061386108,419.23529052734375,0.8297243118286133,0.8038083910942078,0.8079429268836975,0.8038083910942078,0.8297243118286133,0.8320999145507812
3,b005_0621,720.0,0.7652825713157654,455.5294189453125,0.7707836627960205,0.7536224126815796,0.7455418109893799,0.7536224126815796,0.7707836627960205,0.7648357152938843
3,b005_0621,780.0,0.7634766697883606,491.8235168457031,0.7547705769538879,0.7486077547073364,0.7464365363121033,0.7486077547073364,0.7645376324653625,0.7626749873161316
3,b005_0621,840.0,0.7616708278656006,528.11767578125,0.7520712018013,0.7459352016448975,0.7474817633628845,0.7459352016448975,0.7651973366737366,0.7633740305900574
3,b005_0621,900.0,0.7599466443061829,564.4117431640625,0.7470401525497437,0.741753339767456,0.7433851957321167,0.741753339767456,0.7573782801628113,0.761414110660553
3,b005_0621,960.0,0.7582225203514099,600.7058715820312,0.7286145091056824,0.7215126752853394,0.7286145091056824,0.7204148173332214,0.742875874042511,0.7370201349258423
3,b005_0621,1020.0,0.715354859828949,637.0,0.6987526416778564,0.6901544332504272,0.6982177495956421,0.6896169781684875,0.715063214302063,0.7064094543457031
3,b005_0621,1080.0,0.672487199306488,637.0,0.6751611828804016,0.665128231048584,0.6694973707199097,0.6629122495651245,0.6853249073028564,0.6766025424003601
3,b005_0621,1140.0,0.6503331065177917,637.0,0.6540442705154419,0.645922064781189,0.6456894874572754,0.6399499773979187,0.6608045101165771,0.6547345519065857
3,b005_0621,1200.0,0.6281790733337402,637.0,0.6347949504852295,0.6297728419303894,0.6250427961349487,0.6192063093185425,0.6413101553916931,0.635463535785675
3,b005_0621,1260.0,0.6165927052497864,637.0,0.6169514060020447,0.615348219871521,0.6081772446632385,0.600403368473053,0.625375509262085,0.6190782785415649
3,b005_0621,1320.0,0.6050062775611877,637.0,0.6012464761734009,0.6021279096603394,0.5924228429794312,0.5831632018089294,0.6098325848579407,0.6038352251052856
3,b005_0621,1380.0,0.5919327735900879,637.0,0.586603045463562,0.5897637009620667,0.5779592394828796,0.5672497153282166,0.5945584177970886,0.5897637009620667
3,b005_0621,1440.0,0.578859269618988,604.5263061523438,0.5824720859527588,0.5839965343475342,0.5706297755241394,0.5593373775482178,0.5850310325622559,0.5839965343475342
3,b005_0621,1500.0,0.5776115655899048,572.0526123046875,0.5850769877433777,0.5868686437606812,0.5720804333686829,0.5590517520904541,0.5850769877433777,0.5868686437606812
3,b005_0621,1560.0,0.5763639211654663,539.5789794921875,0.5909303426742554,0.5940233469009399,0.5767817497253418,0.5643730163574219,0.5909303426742554,0.5940233469009399
3,b005_0621,1620.0,0.5763639211654663,507.10528564453125,0.5977266430854797,0.6019738912582397,0.584585964679718,0.5727220177650452,0.5977266430854797,0.6019738912582397
