protocol,model,test_geometries,seeds,final_MAE_mean_over_seeds,final_MAE_seed_SD,final_bias_mean_over_seeds,final_bias_seed_SD,time_average_MAE_mean_over_seeds,time_average_MAE_seed_SD,time_average_bias_mean_over_seeds,time_average_bias_seed_SD
loco_plateau,deepsets,103,5,0.008324774524685248,0.0010579227394311205,0.005465483929491738,0.002772474186896746,0.006020786469760069,0.0002483492124953152,0.0023301202782149465,0.0004162435874789593
loco_plateau,capacity_matched_deepsets,103,5,0.00839701808482698,0.0027750562864658334,0.006144525110721588,0.003670846897574952,0.005713795256140892,0.0004292611888299158,0.0033600518353054352,0.001010128401328512
loco_plateau,gnn,103,5,0.007280661914389111,0.0006649151335412944,0.0049674755848437835,0.0009742674531568131,0.005252705582969104,0.0004010471414448974,0.002642874055840435,0.0007359058511457854
loco_plateau,gnn_zero_edge_features,103,5,0.007740445474831803,0.0007679482138884902,0.004131466088798439,0.0023539975305737343,0.005880353424071208,0.0004403126971675394,0.0027053687795032186,0.0014451610183109415
loco_plateau,gnn_mean,103,5,0.006742711325438277,0.0008488249867438338,0.0037450924696563513,0.0019382368115323223,0.005082352904054342,0.0002686078558103708,0.00209532594844747,0.0005808188128371795
loco_decay,fire_only,113,5,0.019181528239123592,0.002568043071551807,-0.005268548679562796,0.00748043638537242,0.009568497548456742,0.0004119872872041539,-0.0009760618005442492,0.0018670587855827883
loco_decay,global_stats,113,5,0.019107432188713448,0.0025554777235640455,-0.005197237669366651,0.006970870797845078,0.007935509769943788,0.00033723186673185015,-0.002471052764593499,0.0011920500813581392
loco_decay,deepsets,113,5,0.02600138991807414,0.004381894299575721,-0.0012629532708530935,0.006781989417075943,0.009242369589288674,0.001509176857652548,-0.0016944557841548468,0.001234334648762036
loco_decay,capacity_matched_deepsets,113,5,0.027698270132583858,0.004975123387335687,-0.004325977191988345,0.006820679246379153,0.009516974585487944,0.0005714323071957932,-0.003163094407271668,0.001626776301319846
loco_decay,gnn,113,5,0.02859059916397112,0.00882374022865437,-0.0012834323850353208,0.008027980806674823,0.009932181284293129,0.0019825589761513396,-0.0018966693364105703,0.0030259758383889513
loco_decay,gnn_zero_edge_features,113,5,0.022030738457641773,0.0016290306228057513,-0.0031712361009775007,0.011524233647818594,0.008949718387099664,0.0007330366347178745,-0.002932930425095167,0.002583404597089404
loco_decay,gnn_mean,113,5,0.0256893347058676,0.0043011823145527005,0.0010508175444813954,0.011871098169759299,0.010068177321711466,0.0003193397608901278,-0.0016033914773161742,0.003439411888076064
loco_log_variant,fire_only,69,5,0.015733491826762,0.002014972547135153,-0.003296994393273,0.005338049406043699,0.011028553714381266,0.0007933797467958171,0.004258788770887497,0.002897935889802915
loco_log_variant,global_stats,69,5,0.01200831070630069,0.0007905604796411208,0.001181030622008594,0.0032396007647639558,0.008680249132890287,0.0006172499449650149,0.0039298669980239375,0.001720071702107071
loco_log_variant,deepsets,69,5,0.013299843569394149,0.0012539260329869158,-0.0007301904284732714,0.0042407339437390505,0.006881934519852115,0.0012342093348841694,0.0021142599435949407,0.003520835890894945
loco_log_variant,capacity_matched_deepsets,69,5,0.014350147845318028,0.0013939425795733583,-0.0017585337833514896,0.004728033213879982,0.00750080463790013,0.000676611603987748,0.0013738145717337646,0.0024747782804502073
loco_log_variant,gnn,69,5,0.012294075889445408,0.0010822893034828163,0.0026232431362639523,0.0042469578623988025,0.0071437590086809045,0.0007301034605239105,0.0038568215834169214,0.0030233616243568874
loco_log_variant,gnn_zero_edge_features,69,5,0.014264725697010863,0.0008544905573088946,-0.0006748791753678869,0.004073694436123603,0.007103641890560208,0.0002844326698232623,0.0014113639668839333,0.0018787726084175185
loco_log_variant,gnn_mean,69,5,0.012585367637929385,0.0018850138672220186,-0.001090888627399893,0.0041591150428256654,0.006359081712766818,0.0005487723979489236,0.0018278048283185441,0.0021352056055510375
loco_external_fire,fire_only,49,5,0.013432219928624678,0.0005117804518748977,0.0028086916524536756,0.0026908952491910007,0.011102093400395637,3.582346667271365e-05,0.0005267687912295382,0.0008991770694294458
loco_external_fire,global_stats,49,5,0.00966827589638379,0.0002977430128624941,-0.002248381108653789,0.002009771558202002,0.008343919191230724,7.989011135934946e-05,-0.0005996142145322224,0.001493063348206697
loco_external_fire,deepsets,49,5,0.008225867821245778,0.0007300611986761656,-0.00135318965327983,0.003829525914736994,0.0070365843257936475,0.0005864888199201166,-0.0023882292525297874,0.0006877369573825373
loco_external_fire,capacity_matched_deepsets,49,5,0.00830481873483074,0.0016614731446576436,-0.0028571847142005455,0.004463054950483035,0.0062438970272030115,0.0006583653672387447,-0.0016945720159885762,0.0024127861921237393
loco_external_fire,gnn,49,5,0.007587772790266544,0.0006329338563953359,-0.004002495991940401,0.0031337379235289336,0.006404953076421803,0.0003016128826485738,-0.0033844393202844903,0.0011441058139044595
loco_external_fire,gnn_zero_edge_features,49,5,0.007727803806869352,0.0010892475975441964,-0.002855164968237585,0.002875776376258811,0.006386516017674591,0.00047380870200621324,-0.0019041229505725385,0.002307447393204792
loco_external_fire,gnn_mean,49,5,0.007632251904935253,0.0009424999307025304,-0.0035950930751099874,0.0024891137320937713,0.006209208866974114,0.0008026040385748326,-0.0031785189122164248,0.0016620731771204986
loco_bilinear,fire_only,77,5,0.10121461640704761,0.015062458089722295,0.05903907720144693,0.00545899185035613,0.025106842697182774,0.004372565167374767,0.013040949085251594,0.005520845308983937
loco_bilinear,global_stats,77,5,0.08298734726456854,0.027953802267734237,0.0524687355795464,0.03036059297190523,0.01878956939605795,0.004950164746675779,0.008057622296566317,0.007618146895629513
loco_bilinear,deepsets,77,5,0.1069517248830238,0.010102004087015946,0.07219107868996534,0.015846720138606375,0.020232454593337716,0.002544166517272369,0.011550259854467141,0.0060654426416000785
loco_bilinear,capacity_matched_deepsets,77,5,0.10694538380031463,0.011742561313830467,0.07801651345057921,0.022556226033578874,0.022125334466980905,0.00599879445395347,0.01322506194071465,0.009692474955219538
loco_bilinear,gnn,77,5,0.09878354254481081,0.014077044215850988,0.07475853094032833,0.01741862868076489,0.022311107609501647,0.004635369645171593,0.016325236556656426,0.007484862266454844
loco_bilinear,gnn_zero_edge_features,77,5,0.10805907284284566,0.027097932041027634,0.07987632360551265,0.038151595344988,0.026831488594799856,0.008357698233231545,0.021036579823403644,0.010936766718421632
loco_bilinear,gnn_mean,77,5,0.11868206314839327,0.01207347119353904,0.09575670026726538,0.020977650181580345,0.025263887151785493,0.008683128363168039,0.019409945015815687,0.011666927895540784
loco_linear,fire_only,125,5,0.07904887533187865,0.03569781097536009,0.07061835675239564,0.03838773278833482,0.036027012652754806,0.011512895377823207,0.035853449369470304,0.01154598376502767
loco_linear,global_stats,125,5,0.054827880930900574,0.022067440919403106,0.04961700158119202,0.02898463666266587,0.02845969182252882,0.008718605287697356,0.028227609971364327,0.009059787580474396
loco_linear,deepsets,125,5,0.06652418397665025,0.01943970047452492,0.06538981176614762,0.019755634045685377,0.03484823421726623,0.010184980934523379,0.034707101284364855,0.010236217081302956
loco_linear,capacity_matched_deepsets,125,5,0.03966943349838257,0.01417840854137377,0.03733264586925507,0.01614265881501903,0.0216175816631317,0.009261438826410283,0.021328344141244876,0.009420559224740827
loco_linear,gnn,125,5,0.03294130668044091,0.00994989697074711,0.024248492258787155,0.007436457780002041,0.021165724501460793,0.006652542861975217,0.020786634047677117,0.0066864655175204405
loco_linear,gnn_zero_edge_features,125,5,0.03658161415457726,0.009445660556581064,0.02951509007811547,0.012971800423882088,0.021403458359191812,0.005515163732977887,0.021083494896044334,0.005607839119124532
loco_linear,gnn_mean,125,5,0.04078652095794677,0.022352778209758742,0.032947011160850526,0.028972473302448336,0.02371947929600874,0.01028878768031683,0.02327603346059719,0.010633568451313575
loco_smoldering,fire_only,97,5,0.04112498637327214,0.02064914045290116,-0.04112498637327214,0.02064914045290116,0.007009877108831176,0.0015854599397216828,-0.007009877108831176,0.0015854599397216828
loco_smoldering,global_stats,97,5,0.055464490172789274,0.017390307776025266,-0.055464490172789274,0.017390307776025266,0.010424470197908653,0.0027383151799160142,-0.010424470197908653,0.0027383151799160142
loco_smoldering,deepsets,97,5,0.05182119681663121,0.01199671870421527,-0.05182119681663121,0.01199671870421527,0.009997230682176412,0.0018363361740948445,-0.009997230682176412,0.0018363361740948445
loco_smoldering,capacity_matched_deepsets,97,5,0.0630027608773143,0.02043307166767986,-0.0630027608773143,0.02043307166767986,0.011751128631768769,0.0032553885958306774,-0.011751128631768769,0.0032553885958306774
loco_smoldering,gnn,97,5,0.06453033058913712,0.010648469096283385,-0.06453033058913712,0.010648469096283385,0.011233069251493082,0.0012843825434490554,-0.011233069251493082,0.0012843825434490554
loco_smoldering,gnn_zero_edge_features,97,5,0.06617171678346456,0.004312895158826083,-0.06617171678346456,0.004312895158826083,0.011973860309910525,0.0012988178854579436,-0.011973860309910525,0.0012988178854579436
loco_smoldering,gnn_mean,97,5,0.07050473419661374,0.012138713932038983,-0.07050473419661374,0.012138713932038983,0.012080536551287085,0.0018328028330372931,-0.012080536551287085,0.0018328028330372931
