protocol,contrast,baseline,candidate,endpoint,budget,N,k,seed,U_baseline_minus_candidate
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,10%,49,4,45,0.003140166401863098
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,10%,49,4,46,0.0004353076219558716
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,25%,49,12,42,-0.0024884951611360007
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,25%,49,12,43,-0.001552776743968337
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,25%,49,12,44,-0.0006768244008223401
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,25%,49,12,45,-0.001186580707629531
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,25%,49,12,46,-0.001127215723196684
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,50%,49,24,42,-0.0002875290811061859
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,50%,49,24,43,-0.001102696483333887
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,50%,49,24,44,-0.0003149813661972589
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,50%,49,24,45,0.0007660215099652701
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,50%,49,24,46,-0.0011062702784935818
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,10%,49,4,42,0.0005225655933220885
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,10%,49,4,43,0.0030980213234822473
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,10%,49,4,44,0.0
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,10%,49,4,45,0.000821749866008803
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,10%,49,4,46,0.0014785935481389512
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,25%,49,12,42,-0.0010428259666594997
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,25%,49,12,43,-0.0014993736727371143
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,25%,49,12,44,0.0013472351866464227
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,25%,49,12,45,-2.595037221941876e-06
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,25%,49,12,46,-0.0016037348864806344
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,50%,49,24,42,2.6138737383774036e-05
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,50%,49,24,43,-0.0006445814700176689
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,50%,49,24,44,-0.0004393165051523318
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,50%,49,24,45,0.0012136484961957628
loco_external_fire,mean_vs_sum,gnn,gnn_mean,J,50%,49,24,46,7.055296769581387e-05
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,77,7,42,0.003742777875491543
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,77,7,43,-0.006390397037778578
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,77,7,44,-0.0006423784153802015
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,77,7,45,-0.0025873716388430112
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,77,7,46,-0.01264954251902442
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,77,19,42,-0.0023175258385507713
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,77,19,43,-0.005034042816413065
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,77,19,44,-0.005190676764438018
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,77,19,45,-0.0037685373896046703
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,77,19,46,-0.0023175258385507713
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,77,38,42,0.003787815570831299
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,77,38,43,-0.0025450053967927544
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,77,38,44,-0.009229859239176685
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,77,38,45,-0.011869720722499644
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,77,38,46,0.003756089430106302
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,77,7,42,0.0
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,77,7,43,-0.003337520680257222
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,77,7,44,0.003337520680257222
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,77,7,45,0.0
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,77,7,46,0.0
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,77,19,42,0.0006425166535273252
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,77,19,43,0.0
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,77,19,44,0.003488820549427285
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,77,19,45,0.0
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,77,19,46,0.0036245481813685365
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,77,38,42,-0.0009116326573125333
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,77,38,43,-0.00022658035159117684
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,77,38,44,0.00230966295981605
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,77,38,45,-0.0008939855258192075
loco_bilinear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,77,38,46,0.003353029417625608
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,10%,77,7,42,0.004314282110759182
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,10%,77,7,43,0.0035452587263924695
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,10%,77,7,44,0.0043851562908717445
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,10%,77,7,45,0.0
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,10%,77,7,46,0.009804404207638312
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,25%,77,19,42,0.0023175258385507713
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,25%,77,19,43,0.0026112206672367078
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,25%,77,19,44,0.0
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,25%,77,19,45,0.004091106747326101
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,25%,77,19,46,0.0029209860061344406
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,50%,77,38,42,-0.006680663479001925
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,50%,77,38,43,0.0006882634602095039
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,50%,77,38,44,0.0012620624743009956
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,50%,77,38,45,0.008402051110016684
loco_bilinear,mean_vs_sum,gnn,gnn_mean,terminal,50%,77,38,46,-0.0011165973387266548
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,10%,77,7,42,-0.003337520680257222
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,10%,77,7,43,0.0
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,10%,77,7,44,-0.003337520680257222
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,10%,77,7,45,0.0
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,10%,77,7,46,0.0
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,25%,77,19,42,-8.519934326933765e-05
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,25%,77,19,43,5.0528288671913835e-05
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,25%,77,19,44,-0.004956789197106126
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,25%,77,19,45,-0.0009330214573102791
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,25%,77,19,46,-0.003539348838099199
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,50%,77,38,42,0.003453854046631233
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,50%,77,38,43,0.0
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,50%,77,38,44,-0.0028412842240772562
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,50%,77,38,45,0.00035602654934974165
loco_bilinear,mean_vs_sum,gnn,gnn_mean,J,50%,77,38,46,-0.003237321972846985
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,125,12,42,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,125,12,43,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,125,12,44,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,125,12,45,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,125,12,46,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,125,31,42,0.00046877034248843374
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,125,31,43,-0.0009557686505779206
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,125,31,44,0.001398108659252023
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,125,31,45,-0.0004542354614503752
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,125,31,46,-0.0021435815480447817
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,125,62,42,-0.00016949445970596
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,125,62,43,0.00026249933627342514
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,125,62,44,8.910365643041707e-05
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,125,62,45,0.0007032141570121886
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,125,62,46,0.00017554385046805732
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,125,12,42,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,125,12,43,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,125,12,44,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,125,12,45,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,125,12,46,0.0
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,125,31,42,0.00011142663337204706
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,125,31,43,0.0003526313891333288
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,125,31,44,-0.00011091106120619809
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,125,31,45,1.2858556483474892e-05
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,125,31,46,0.00037569247426527674
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,125,62,42,-0.00013696250095140972
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,125,62,43,0.00010306725018138785
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,125,62,44,-5.324205724144271e-05
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,125,62,45,0.0003693287491156605
loco_linear,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,125,62,46,0.00020186532569188564
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,10%,125,12,42,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,10%,125,12,43,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,10%,125,12,44,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,10%,125,12,45,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,10%,125,12,46,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,25%,125,31,42,-0.00033003957040847465
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,25%,125,31,43,0.0012518249211772858
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,25%,125,31,44,-0.0008434585986598631
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,25%,125,31,45,-4.744433587597352e-05
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,25%,125,31,46,0.001978227688420209
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,50%,125,62,42,0.0003663147649457521
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,50%,125,62,43,0.00039407226347154545
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,50%,125,62,44,-0.00023514849524344794
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,50%,125,62,45,0.0003715892953257416
loco_linear,mean_vs_sum,gnn,gnn_mean,terminal,50%,125,62,46,-1.9011478270242188e-05
loco_linear,mean_vs_sum,gnn,gnn_mean,J,10%,125,12,42,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,J,10%,125,12,43,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,J,10%,125,12,44,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,J,10%,125,12,45,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,J,10%,125,12,46,0.0
loco_linear,mean_vs_sum,gnn,gnn_mean,J,25%,125,31,42,0.00017082211311147955
loco_linear,mean_vs_sum,gnn,gnn_mean,J,25%,125,31,43,0.0003689663785119146
loco_linear,mean_vs_sum,gnn,gnn_mean,J,25%,125,31,44,7.261845773909315e-05
loco_linear,mean_vs_sum,gnn,gnn_mean,J,25%,125,31,45,0.0002700867551949093
loco_linear,mean_vs_sum,gnn,gnn_mean,J,25%,125,31,46,0.00018695456686845802
loco_linear,mean_vs_sum,gnn,gnn_mean,J,50%,125,62,42,2.745327449604762e-05
loco_linear,mean_vs_sum,gnn,gnn_mean,J,50%,125,62,43,-0.00012669141093901715
loco_linear,mean_vs_sum,gnn,gnn_mean,J,50%,125,62,44,-1.750490277685479e-05
loco_linear,mean_vs_sum,gnn,gnn_mean,J,50%,125,62,45,-7.09004299614957e-05
loco_linear,mean_vs_sum,gnn,gnn_mean,J,50%,125,62,46,4.684958727130262e-05
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,97,9,42,-0.004346476660834431
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,97,9,43,0.003132641315460205
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,97,9,44,-0.0013603104485405693
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,97,9,45,-0.004696249961853027
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,97,9,46,0.0030853086047702982
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,97,24,42,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,97,24,43,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,97,24,44,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,97,24,45,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,97,24,46,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,97,48,42,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,97,48,43,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,97,48,44,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,97,48,45,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,97,48,46,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,97,9,42,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,97,9,43,1.570041532872324e-05
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,97,9,44,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,97,9,45,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,97,9,46,-1.570041532872324e-05
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,97,24,42,-1.1102230246251565e-16
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,97,24,43,-1.1102230246251565e-16
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,97,24,44,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,97,24,45,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,97,24,46,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,97,48,42,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,97,48,43,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,97,48,44,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,97,48,45,0.0
loco_smoldering,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,97,48,46,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,10%,97,9,42,-0.009753425916036007
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,10%,97,9,43,-0.007494966189066532
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,10%,97,9,44,-0.0002070996496412736
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,10%,97,9,45,0.003389808866712807
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,10%,97,9,46,0.001780298021104576
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,25%,97,24,42,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,25%,97,24,43,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,25%,97,24,44,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,25%,97,24,45,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,25%,97,24,46,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,50%,97,48,42,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,50%,97,48,43,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,50%,97,48,44,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,50%,97,48,45,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,terminal,50%,97,48,46,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,10%,97,9,42,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,10%,97,9,43,-1.570041532872324e-05
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,10%,97,9,44,1.570041532872324e-05
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,10%,97,9,45,1.570041532872324e-05
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,10%,97,9,46,1.570041532872324e-05
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,25%,97,24,42,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,25%,97,24,43,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,25%,97,24,44,1.1102230246251565e-16
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,25%,97,24,45,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,25%,97,24,46,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,50%,97,48,42,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,50%,97,48,43,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,50%,97,48,44,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,50%,97,48,45,0.0
loco_smoldering,mean_vs_sum,gnn,gnn_mean,J,50%,97,48,46,0.0
